subid,subage,trial,correct,test_date,experimenter,keep_drop,sex,dob,English,parent1_ed,parent2_ed,language_status,age_num,check_age
190118_4_inf2,4,1,0,2019-01-18,MM,keep,F,2014-12-20,100,Some Graduate school,Graduate Degree,mono_ling,4.082191780821918,TRUE
190118_4_inf2,4,2,1,2019-01-18,MM,keep,F,2014-12-20,100,Some Graduate school,Graduate Degree,mono_ling,4.082191780821918,TRUE
190118_4_inf2,4,3,0,2019-01-18,MM,keep,F,2014-12-20,100,Some Graduate school,Graduate Degree,mono_ling,4.082191780821918,TRUE
190118_4_inf2,4,4,0,2019-01-18,MM,keep,F,2014-12-20,100,Some Graduate school,Graduate Degree,mono_ling,4.082191780821918,TRUE
190118_4_inf2,4,5,0,2019-01-18,MM,keep,F,2014-12-20,100,Some Graduate school,Graduate Degree,mono_ling,4.082191780821918,TRUE
190118_4_inf2,4,6,0,2019-01-18,MM,keep,F,2014-12-20,100,Some Graduate school,Graduate Degree,mono_ling,4.082191780821918,TRUE
190121_1_inf2,4,1,1,2019-01-21,MM,keep,F,2014-06-05,90-95,Some college,Some college,mono_ling,4.632876712328767,TRUE
190121_1_inf2,4,2,0,2019-01-21,MM,keep,F,2014-06-05,90-95,Some college,Some college,mono_ling,4.632876712328767,TRUE
190121_1_inf2,4,3,1,2019-01-21,MM,keep,F,2014-06-05,90-95,Some college,Some college,mono_ling,4.632876712328767,TRUE
190121_1_inf2,4,4,0,2019-01-21,MM,keep,F,2014-06-05,90-95,Some college,Some college,mono_ling,4.632876712328767,TRUE
190121_1_inf2,4,5,1,2019-01-21,MM,keep,F,2014-06-05,90-95,Some college,Some college,mono_ling,4.632876712328767,TRUE
190121_1_inf2,4,6,0,2019-01-21,MM,keep,F,2014-06-05,90-95,Some college,Some college,mono_ling,4.632876712328767,TRUE
190121_2_inf2,3,1,0,2019-01-21,MM,keep,F,2015-12-01,90-95,Graduate Degree,some college,mono_ling,3.1424657534246574,TRUE
190121_2_inf2,3,2,1,2019-01-21,MM,keep,F,2015-12-01,90-95,Graduate Degree,some college,mono_ling,3.1424657534246574,TRUE
190121_2_inf2,3,3,0,2019-01-21,MM,keep,F,2015-12-01,90-95,Graduate Degree,some college,mono_ling,3.1424657534246574,TRUE
190121_2_inf2,3,4,1,2019-01-21,MM,keep,F,2015-12-01,90-95,Graduate Degree,some college,mono_ling,3.1424657534246574,TRUE
190121_2_inf2,3,5,1,2019-01-21,MM,keep,F,2015-12-01,90-95,Graduate Degree,some college,mono_ling,3.1424657534246574,TRUE
190121_2_inf2,3,6,0,2019-01-21,MM,keep,F,2015-12-01,90-95,Graduate Degree,some college,mono_ling,3.1424657534246574,TRUE
190121_3_inf2,3,1,1,2019-01-21,MM,drop,F,2015-02-13,50,Four Year College,Four Year College,bi_ling,3.9397260273972603,TRUE
190121_3_inf2,3,2,1,2019-01-21,MM,drop,F,2015-02-13,50,Four Year College,Four Year College,bi_ling,3.9397260273972603,TRUE
190121_3_inf2,3,3,0,2019-01-21,MM,drop,F,2015-02-13,50,Four Year College,Four Year College,bi_ling,3.9397260273972603,TRUE
190121_3_inf2,3,4,1,2019-01-21,MM,drop,F,2015-02-13,50,Four Year College,Four Year College,bi_ling,3.9397260273972603,TRUE
190121_3_inf2,3,5,0,2019-01-21,MM,drop,F,2015-02-13,50,Four Year College,Four Year College,bi_ling,3.9397260273972603,TRUE
190121_3_inf2,3,6,0,2019-01-21,MM,drop,F,2015-02-13,50,Four Year College,Four Year College,bi_ling,3.9397260273972603,TRUE
190121_4_inf2,3,1,0,2019-01-21,MM,keep,F,2015-07-29,75,Decline to state,Decline to state,bi_ling,3.484931506849315,TRUE
190121_4_inf2,3,2,1,2019-01-21,MM,keep,F,2015-07-29,75,Decline to state,Decline to state,bi_ling,3.484931506849315,TRUE
190121_4_inf2,3,3,0,2019-01-21,MM,keep,F,2015-07-29,75,Decline to state,Decline to state,bi_ling,3.484931506849315,TRUE
190121_4_inf2,3,4,1,2019-01-21,MM,keep,F,2015-07-29,75,Decline to state,Decline to state,bi_ling,3.484931506849315,TRUE
190121_4_inf2,3,5,1,2019-01-21,MM,keep,F,2015-07-29,75,Decline to state,Decline to state,bi_ling,3.484931506849315,TRUE
190121_4_inf2,3,6,0,2019-01-21,MM,keep,F,2015-07-29,75,Decline to state,Decline to state,bi_ling,3.484931506849315,TRUE
190125_1_inf2,3,1,0,2019-01-25,MM,keep,F,2015-02-14,100,Graduate Degree,Four Year College,mono_ling,3.947945205479452,TRUE
190125_1_inf2,3,2,0,2019-01-25,MM,keep,F,2015-02-14,100,Graduate Degree,Four Year College,mono_ling,3.947945205479452,TRUE
190125_1_inf2,3,3,0,2019-01-25,MM,keep,F,2015-02-14,100,Graduate Degree,Four Year College,mono_ling,3.947945205479452,TRUE
190125_1_inf2,3,4,1,2019-01-25,MM,keep,F,2015-02-14,100,Graduate Degree,Four Year College,mono_ling,3.947945205479452,TRUE
190125_1_inf2,3,5,0,2019-01-25,MM,keep,F,2015-02-14,100,Graduate Degree,Four Year College,mono_ling,3.947945205479452,TRUE
190125_1_inf2,3,6,0,2019-01-25,MM,keep,F,2015-02-14,100,Graduate Degree,Four Year College,mono_ling,3.947945205479452,TRUE
190125_2_inf2,3,1,0,2019-01-25,MM,keep,F,2015-08-25,100,Four Year College,some college,mono_ling,3.421917808219178,TRUE
190125_2_inf2,3,2,0,2019-01-25,MM,keep,F,2015-08-25,100,Four Year College,some college,mono_ling,3.421917808219178,TRUE
190125_2_inf2,3,3,0,2019-01-25,MM,keep,F,2015-08-25,100,Four Year College,some college,mono_ling,3.421917808219178,TRUE
190125_2_inf2,3,4,0,2019-01-25,MM,keep,F,2015-08-25,100,Four Year College,some college,mono_ling,3.421917808219178,TRUE
190125_2_inf2,3,5,1,2019-01-25,MM,keep,F,2015-08-25,100,Four Year College,some college,mono_ling,3.421917808219178,TRUE
190125_2_inf2,3,6,1,2019-01-25,MM,keep,F,2015-08-25,100,Four Year College,some college,mono_ling,3.421917808219178,TRUE
190125_3_inf2,4,1,1,2019-01-25,MM,keep,F,2014-12-01,100,Some college,some college,mono_ling,4.153424657534247,TRUE
190125_3_inf2,4,2,1,2019-01-25,MM,keep,F,2014-12-01,100,Some college,some college,mono_ling,4.153424657534247,TRUE
190125_3_inf2,4,3,1,2019-01-25,MM,keep,F,2014-12-01,100,Some college,some college,mono_ling,4.153424657534247,TRUE
190125_3_inf2,4,4,1,2019-01-25,MM,keep,F,2014-12-01,100,Some college,some college,mono_ling,4.153424657534247,TRUE
190125_3_inf2,4,5,0,2019-01-25,MM,keep,F,2014-12-01,100,Some college,some college,mono_ling,4.153424657534247,TRUE
190125_3_inf2,4,6,0,2019-01-25,MM,keep,F,2014-12-01,100,Some college,some college,mono_ling,4.153424657534247,TRUE
190131_1_inf2,3,1,1,2019-01-31,MM,keep,M,2015-05-31,100,Graduate Degree,some college,mono_ling,3.673972602739726,TRUE
190131_1_inf2,3,2,0,2019-01-31,MM,keep,M,2015-05-31,100,Graduate Degree,some college,mono_ling,3.673972602739726,TRUE
190131_1_inf2,3,3,0,2019-01-31,MM,keep,M,2015-05-31,100,Graduate Degree,some college,mono_ling,3.673972602739726,TRUE
190131_1_inf2,3,4,0,2019-01-31,MM,keep,M,2015-05-31,100,Graduate Degree,some college,mono_ling,3.673972602739726,TRUE
190131_1_inf2,3,5,1,2019-01-31,MM,keep,M,2015-05-31,100,Graduate Degree,some college,mono_ling,3.673972602739726,TRUE
190131_1_inf2,3,6,1,2019-01-31,MM,keep,M,2015-05-31,100,Graduate Degree,some college,mono_ling,3.673972602739726,TRUE
190131_2_inf2,3,1,1,2019-01-31,MM,keep,F,2015-10-21,100,Some college,some college,mono_ling,3.282191780821918,TRUE
190131_2_inf2,3,2,0,2019-01-31,MM,keep,F,2015-10-21,100,Some college,some college,mono_ling,3.282191780821918,TRUE
190131_2_inf2,3,3,1,2019-01-31,MM,keep,F,2015-10-21,100,Some college,some college,mono_ling,3.282191780821918,TRUE
190131_2_inf2,3,4,1,2019-01-31,MM,keep,F,2015-10-21,100,Some college,some college,mono_ling,3.282191780821918,TRUE
190131_2_inf2,3,5,0,2019-01-31,MM,keep,F,2015-10-21,100,Some college,some college,mono_ling,3.282191780821918,TRUE
190131_2_inf2,3,6,0,2019-01-31,MM,keep,F,2015-10-21,100,Some college,some college,mono_ling,3.282191780821918,TRUE
190131_3_inf2,3,1,0,2019-01-31,MM,drop,F,2015-09-22,100,Four Year College,Four Year College,mono_ling,3.361643835616438,TRUE
190131_3_inf2,3,2,1,2019-01-31,MM,drop,F,2015-09-22,100,Four Year College,Four Year College,mono_ling,3.361643835616438,TRUE
190131_3_inf2,3,3,1,2019-01-31,MM,drop,F,2015-09-22,100,Four Year College,Four Year College,mono_ling,3.361643835616438,TRUE
190131_3_inf2,3,4,1,2019-01-31,MM,drop,F,2015-09-22,100,Four Year College,Four Year College,mono_ling,3.361643835616438,TRUE
190131_3_inf2,3,5,1,2019-01-31,MM,drop,F,2015-09-22,100,Four Year College,Four Year College,mono_ling,3.361643835616438,TRUE
190131_3_inf2,3,6,0,2019-01-31,MM,drop,F,2015-09-22,100,Four Year College,Four Year College,mono_ling,3.361643835616438,TRUE
190131_4_inf2,3,1,0,2019-01-31,MM,keep,F,2015-02-07,90-95,Graduate Degree,Graduate Degree,mono_ling,3.9835616438356163,TRUE
190131_4_inf2,3,2,1,2019-01-31,MM,keep,F,2015-02-07,90-95,Graduate Degree,Graduate Degree,mono_ling,3.9835616438356163,TRUE
190131_4_inf2,3,3,0,2019-01-31,MM,keep,F,2015-02-07,90-95,Graduate Degree,Graduate Degree,mono_ling,3.9835616438356163,TRUE
190131_4_inf2,3,4,0,2019-01-31,MM,keep,F,2015-02-07,90-95,Graduate Degree,Graduate Degree,mono_ling,3.9835616438356163,TRUE
190131_4_inf2,3,5,1,2019-01-31,MM,keep,F,2015-02-07,90-95,Graduate Degree,Graduate Degree,mono_ling,3.9835616438356163,TRUE
190131_4_inf2,3,6,0,2019-01-31,MM,keep,F,2015-02-07,90-95,Graduate Degree,Graduate Degree,mono_ling,3.9835616438356163,TRUE
190131_5_inf2,4,1,1,2019-01-31,MM,keep,M,2015-01-31,90-95,Graduate Degree,Four Year College,mono_ling,4.002739726027397,TRUE
190131_5_inf2,4,2,1,2019-01-31,MM,keep,M,2015-01-31,90-95,Graduate Degree,Four Year College,mono_ling,4.002739726027397,TRUE
190131_5_inf2,4,3,1,2019-01-31,MM,keep,M,2015-01-31,90-95,Graduate Degree,Four Year College,mono_ling,4.002739726027397,TRUE
190131_5_inf2,4,4,0,2019-01-31,MM,keep,M,2015-01-31,90-95,Graduate Degree,Four Year College,mono_ling,4.002739726027397,TRUE
190131_5_inf2,4,5,1,2019-01-31,MM,keep,M,2015-01-31,90-95,Graduate Degree,Four Year College,mono_ling,4.002739726027397,TRUE
190131_5_inf2,4,6,0,2019-01-31,MM,keep,M,2015-01-31,90-95,Graduate Degree,Four Year College,mono_ling,4.002739726027397,TRUE
190131_6_inf2,4,1,1,2019-01-31,MM,keep,M,2014-05-01,100,Graduate Degree,some college,mono_ling,4.756164383561644,TRUE
190131_6_inf2,4,2,1,2019-01-31,MM,keep,M,2014-05-01,100,Graduate Degree,some college,mono_ling,4.756164383561644,TRUE
190131_6_inf2,4,3,1,2019-01-31,MM,keep,M,2014-05-01,100,Graduate Degree,some college,mono_ling,4.756164383561644,TRUE
190131_6_inf2,4,4,1,2019-01-31,MM,keep,M,2014-05-01,100,Graduate Degree,some college,mono_ling,4.756164383561644,TRUE
190131_6_inf2,4,5,1,2019-01-31,MM,keep,M,2014-05-01,100,Graduate Degree,some college,mono_ling,4.756164383561644,TRUE
190131_6_inf2,4,6,0,2019-01-31,MM,keep,M,2014-05-01,100,Graduate Degree,some college,mono_ling,4.756164383561644,TRUE
190201_2_inf2,4,1,0,2019-02-01,MM,keep,M,2014-04-08,100,Graduate Degree,Four Year College,mono_ling,4.821917808219178,TRUE
190201_2_inf2,4,2,0,2019-02-01,MM,keep,M,2014-04-08,100,Graduate Degree,Four Year College,mono_ling,4.821917808219178,TRUE
190201_2_inf2,4,3,1,2019-02-01,MM,keep,M,2014-04-08,100,Graduate Degree,Four Year College,mono_ling,4.821917808219178,TRUE
190201_2_inf2,4,4,0,2019-02-01,MM,keep,M,2014-04-08,100,Graduate Degree,Four Year College,mono_ling,4.821917808219178,TRUE
190201_2_inf2,4,5,1,2019-02-01,MM,keep,M,2014-04-08,100,Graduate Degree,Four Year College,mono_ling,4.821917808219178,TRUE
190201_2_inf2,4,6,1,2019-02-01,MM,keep,M,2014-04-08,100,Graduate Degree,Four Year College,mono_ling,4.821917808219178,TRUE
190201_8_inf2,4,1,0,2019-02-01,MM,keep,F,2014-02-18,75,Graduate Degree,Graduate Degree,bi_ling,4.956164383561644,TRUE
190201_8_inf2,4,2,0,2019-02-01,MM,keep,F,2014-02-18,75,Graduate Degree,Graduate Degree,bi_ling,4.956164383561644,TRUE
190201_8_inf2,4,3,1,2019-02-01,MM,keep,F,2014-02-18,75,Graduate Degree,Graduate Degree,bi_ling,4.956164383561644,TRUE
190201_8_inf2,4,4,1,2019-02-01,MM,keep,F,2014-02-18,75,Graduate Degree,Graduate Degree,bi_ling,4.956164383561644,TRUE
190201_8_inf2,4,5,1,2019-02-01,MM,keep,F,2014-02-18,75,Graduate Degree,Graduate Degree,bi_ling,4.956164383561644,TRUE
190201_8_inf2,4,6,1,2019-02-01,MM,keep,F,2014-02-18,75,Graduate Degree,Graduate Degree,bi_ling,4.956164383561644,TRUE
190208_4_inf2,3,1,0,2019-02-08,MM,drop,F,2015-04-07,90-95,Graduate Degree,Graduate Degree,mono_ling,3.8438356164383563,TRUE
190208_4_inf2,3,2,1,2019-02-08,MM,drop,F,2015-04-07,90-95,Graduate Degree,Graduate Degree,mono_ling,3.8438356164383563,TRUE
190208_4_inf2,3,3,0,2019-02-08,MM,drop,F,2015-04-07,90-95,Graduate Degree,Graduate Degree,mono_ling,3.8438356164383563,TRUE
190208_4_inf2,3,4,1,2019-02-08,MM,drop,F,2015-04-07,90-95,Graduate Degree,Graduate Degree,mono_ling,3.8438356164383563,TRUE
190208_4_inf2,3,5,0,2019-02-08,MM,drop,F,2015-04-07,90-95,Graduate Degree,Graduate Degree,mono_ling,3.8438356164383563,TRUE
190208_4_inf2,3,6,1,2019-02-08,MM,drop,F,2015-04-07,90-95,Graduate Degree,Graduate Degree,mono_ling,3.8438356164383563,TRUE
190208_5_inf2,4,1,1,2019-02-08,MM,keep,F,2015-02-08,100,Four Year College,Four Year College,mono_ling,4.002739726027397,TRUE
190208_5_inf2,4,2,0,2019-02-08,MM,keep,F,2015-02-08,100,Four Year College,Four Year College,mono_ling,4.002739726027397,TRUE
190208_5_inf2,4,3,0,2019-02-08,MM,keep,F,2015-02-08,100,Four Year College,Four Year College,mono_ling,4.002739726027397,TRUE
190208_5_inf2,4,4,0,2019-02-08,MM,keep,F,2015-02-08,100,Four Year College,Four Year College,mono_ling,4.002739726027397,TRUE
190208_5_inf2,4,5,0,2019-02-08,MM,keep,F,2015-02-08,100,Four Year College,Four Year College,mono_ling,4.002739726027397,TRUE
190208_5_inf2,4,6,1,2019-02-08,MM,keep,F,2015-02-08,100,Four Year College,Four Year College,mono_ling,4.002739726027397,TRUE
190208_6_inf2,3,1,0,2019-02-08,MM,keep,F,2015-05-23,100,Four Year College,Four Year College,mono_ling,3.717808219178082,TRUE
190208_6_inf2,3,2,0,2019-02-08,MM,keep,F,2015-05-23,100,Four Year College,Four Year College,mono_ling,3.717808219178082,TRUE
190208_6_inf2,3,3,0,2019-02-08,MM,keep,F,2015-05-23,100,Four Year College,Four Year College,mono_ling,3.717808219178082,TRUE
190208_6_inf2,3,4,1,2019-02-08,MM,keep,F,2015-05-23,100,Four Year College,Four Year College,mono_ling,3.717808219178082,TRUE
190208_6_inf2,3,5,0,2019-02-08,MM,keep,F,2015-05-23,100,Four Year College,Four Year College,mono_ling,3.717808219178082,TRUE
190208_6_inf2,3,6,1,2019-02-08,MM,keep,F,2015-05-23,100,Four Year College,Four Year College,mono_ling,3.717808219178082,TRUE
190208_7_inf2,4,1,1,2019-02-08,MM,keep,F,2014-06-27,100,Four Year College,Graduate Degree,mono_ling,4.6219178082191785,TRUE
190208_7_inf2,4,2,1,2019-02-08,MM,keep,F,2014-06-27,100,Four Year College,Graduate Degree,mono_ling,4.6219178082191785,TRUE
190208_7_inf2,4,3,1,2019-02-08,MM,keep,F,2014-06-27,100,Four Year College,Graduate Degree,mono_ling,4.6219178082191785,TRUE
190208_7_inf2,4,4,0,2019-02-08,MM,keep,F,2014-06-27,100,Four Year College,Graduate Degree,mono_ling,4.6219178082191785,TRUE
190208_7_inf2,4,5,1,2019-02-08,MM,keep,F,2014-06-27,100,Four Year College,Graduate Degree,mono_ling,4.6219178082191785,TRUE
190208_7_inf2,4,6,0,2019-02-08,MM,keep,F,2014-06-27,100,Four Year College,Graduate Degree,mono_ling,4.6219178082191785,TRUE
190208_8_inf2,4,1,1,2019-02-08,MM,keep,M,2014-04-28,75,Graduate Degree,Graduate Degree,bi_ling,4.786301369863014,TRUE
190208_8_inf2,4,2,1,2019-02-08,MM,keep,M,2014-04-28,75,Graduate Degree,Graduate Degree,bi_ling,4.786301369863014,TRUE
190208_8_inf2,4,3,1,2019-02-08,MM,keep,M,2014-04-28,75,Graduate Degree,Graduate Degree,bi_ling,4.786301369863014,TRUE
190208_8_inf2,4,4,1,2019-02-08,MM,keep,M,2014-04-28,75,Graduate Degree,Graduate Degree,bi_ling,4.786301369863014,TRUE
190208_8_inf2,4,5,1,2019-02-08,MM,keep,M,2014-04-28,75,Graduate Degree,Graduate Degree,bi_ling,4.786301369863014,TRUE
190208_8_inf2,4,6,1,2019-02-08,MM,keep,M,2014-04-28,75,Graduate Degree,Graduate Degree,bi_ling,4.786301369863014,TRUE
190208_9_inf2,4,1,1,2019-02-08,MM,keep,M,2015-02-08,100,"NA","NA",mono_ling,4.002739726027397,TRUE
