subid,subage,experiment,trial,cue,control,agent,leftFruit,rightFruit,targetPosition,targetSwitch,inf,pick,correct,rt,test_date,experimenter,keep_drop,sex,dob,age_num,check_age
190116_3_inf2,3,mcc_kids_inf_2_2,1,pointLabel,no,Frog,t10,t1,inner,stay,right,selector_r,1,9451,2019-01-16,MM,keep,M,2015-08-13,3.43013698630137,TRUE
190116_3_inf2,3,mcc_kids_inf_2_2,2,pointLabel,no,Frog,t18,t7,outer,stay,left,selector_l,1,8017,2019-01-16,MM,keep,M,2015-08-13,3.43013698630137,TRUE
190116_3_inf2,3,mcc_kids_inf_2_2,3,pointLabel,no,Frog,t2,t15,inner,switch,left,selector_l,0,6538,2019-01-16,MM,keep,M,2015-08-13,3.43013698630137,TRUE
190116_3_inf2,3,mcc_kids_inf_2_2,4,pointLabel,no,Frog,t17,t14,outer,switch,right,selector_l,1,5208,2019-01-16,MM,keep,M,2015-08-13,3.43013698630137,TRUE
190116_3_inf2,3,mcc_kids_inf_2_2,5,pointLabel,no,Frog,t11,t3,outer,switch,right,selector_r,0,7318,2019-01-16,MM,keep,M,2015-08-13,3.43013698630137,TRUE
190116_3_inf2,3,mcc_kids_inf_2_2,6,pointLabel,no,Frog,t4,t16,inner,stay,left,selector_l,1,8149,2019-01-16,MM,keep,M,2015-08-13,3.43013698630137,TRUE
190116_4_inf2,3,mcc_kids_inf_2_2,filler1,pointLabel,no,Frog,t2,t8,inner,switch,left,selector_r,1,10436,2019-01-16,MM,keep,F,2015-02-19,3.9095890410958902,TRUE
190116_4_inf2,3,mcc_kids_inf_2_2,filler2,pointLabel,no,Frog,t9,t1,outer,stay,right,selector_r,1,4646,2019-01-16,MM,keep,F,2015-02-19,3.9095890410958902,TRUE
190116_4_inf2,3,mcc_kids_inf_2_2,1,pointLabel,no,Frog,t12,t3,outer,switch,right,selector_r,0,9957,2019-01-16,MM,keep,F,2015-02-19,3.9095890410958902,TRUE
190116_4_inf2,3,mcc_kids_inf_2_2,2,pointLabel,no,Frog,t15,t7,inner,stay,right,selector_r,1,5083,2019-01-16,MM,keep,F,2015-02-19,3.9095890410958902,TRUE
190116_4_inf2,3,mcc_kids_inf_2_2,3,pointLabel,no,Frog,t4,t10,outer,switch,left,selector_r,1,6356,2019-01-16,MM,keep,F,2015-02-19,3.9095890410958902,TRUE
190116_4_inf2,3,mcc_kids_inf_2_2,4,pointLabel,no,Frog,t11,t5,outer,stay,right,selector_r,1,7714,2019-01-16,MM,keep,F,2015-02-19,3.9095890410958902,TRUE
190116_4_inf2,3,mcc_kids_inf_2_2,5,pointLabel,no,Frog,t17,t18,inner,switch,left,selector_r,1,5448,2019-01-16,MM,keep,F,2015-02-19,3.9095890410958902,TRUE
190116_4_inf2,3,mcc_kids_inf_2_2,6,pointLabel,no,Frog,t14,t16,inner,stay,left,selector_r,0,4897,2019-01-16,MM,keep,F,2015-02-19,3.9095890410958902,TRUE
190116_5_inf2,3,mcc_kids_inf_2_2,filler1,pointLabel,no,Frog,t7,t5,inner,switch,left,selector_r,1,7531,2019-01-16,MM,keep,F,2015-03-15,3.8438356164383563,TRUE
190116_5_inf2,3,mcc_kids_inf_2_2,filler2,pointLabel,no,Frog,t1,t14,outer,stay,right,selector_r,1,5863,2019-01-16,MM,keep,F,2015-03-15,3.8438356164383563,TRUE
190116_5_inf2,3,mcc_kids_inf_2_2,1,pointLabel,no,Frog,t9,t15,outer,switch,left,selector_r,1,8897,2019-01-16,MM,keep,F,2015-03-15,3.8438356164383563,TRUE
190116_5_inf2,3,mcc_kids_inf_2_2,2,pointLabel,no,Frog,t18,t17,outer,stay,right,selector_l,0,4837,2019-01-16,MM,keep,F,2015-03-15,3.8438356164383563,TRUE
190116_5_inf2,3,mcc_kids_inf_2_2,3,pointLabel,no,Frog,t12,t8,inner,switch,left,selector_r,1,8781,2019-01-16,MM,keep,F,2015-03-15,3.8438356164383563,TRUE
190116_5_inf2,3,mcc_kids_inf_2_2,4,pointLabel,no,Frog,t10,t2,inner,stay,right,selector_l,0,6212,2019-01-16,MM,keep,F,2015-03-15,3.8438356164383563,TRUE
190116_5_inf2,3,mcc_kids_inf_2_2,5,pointLabel,no,Frog,t4,t16,inner,switch,right,selector_l,1,7538,2019-01-16,MM,keep,F,2015-03-15,3.8438356164383563,TRUE
190116_5_inf2,3,mcc_kids_inf_2_2,6,pointLabel,no,Frog,t3,t11,outer,stay,left,selector_r,0,7817,2019-01-16,MM,keep,F,2015-03-15,3.8438356164383563,TRUE
190116_6_inf2,3,mcc_kids_inf_2_2,filler1,pointLabel,no,Frog,t15,t5,inner,stay,left,selector_l,1,9403,2019-01-16,MM,keep,F,2015-11-24,3.147945205479452,TRUE
190116_6_inf2,3,mcc_kids_inf_2_2,filler2,pointLabel,no,Frog,t8,t9,outer,switch,right,selector_l,1,13082,2019-01-16,MM,keep,F,2015-11-24,3.147945205479452,TRUE
190116_6_inf2,3,mcc_kids_inf_2_2,1,pointLabel,no,Frog,t10,t11,outer,stay,left,selector_r,0,11509,2019-01-16,MM,keep,F,2015-11-24,3.147945205479452,TRUE
190116_6_inf2,3,mcc_kids_inf_2_2,2,pointLabel,no,Frog,t7,t12,inner,stay,right,selector_r,1,5483,2019-01-16,MM,keep,F,2015-11-24,3.147945205479452,TRUE
190116_6_inf2,3,mcc_kids_inf_2_2,3,pointLabel,no,Frog,t14,t4,inner,switch,right,selector_l,1,5260,2019-01-16,MM,keep,F,2015-11-24,3.147945205479452,TRUE
190116_6_inf2,3,mcc_kids_inf_2_2,4,pointLabel,no,Frog,t16,t18,inner,switch,left,selector_l,0,5817,2019-01-16,MM,keep,F,2015-11-24,3.147945205479452,TRUE
190116_6_inf2,3,mcc_kids_inf_2_2,5,pointLabel,no,Frog,t1,t2,outer,switch,left,selector_l,0,7383,2019-01-16,MM,keep,F,2015-11-24,3.147945205479452,TRUE
190116_6_inf2,3,mcc_kids_inf_2_2,6,pointLabel,no,Frog,t17,t3,outer,stay,right,selector_l,0,8759,2019-01-16,MM,keep,F,2015-11-24,3.147945205479452,TRUE
190116_7_inf2,4,mcc_kids_inf_2_2,filler1,pointLabel,no,Frog,t14,t17,inner,switch,left,selector_l,0,11733,2019-01-16,MM,keep,F,2014-10-17,4.252054794520548,TRUE
190116_7_inf2,4,mcc_kids_inf_2_2,filler2,pointLabel,no,Frog,t5,t15,outer,stay,right,selector_r,1,10661,2019-01-16,MM,keep,F,2014-10-17,4.252054794520548,TRUE
190116_7_inf2,4,mcc_kids_inf_2_2,1,pointLabel,no,Frog,t1,t12,outer,switch,left,selector_r,1,9054,2019-01-16,MM,keep,F,2014-10-17,4.252054794520548,TRUE
190116_7_inf2,4,mcc_kids_inf_2_2,2,pointLabel,no,Frog,t10,t18,outer,switch,left,selector_r,1,10783,2019-01-16,MM,keep,F,2014-10-17,4.252054794520548,TRUE
190116_7_inf2,4,mcc_kids_inf_2_2,3,pointLabel,no,Frog,t11,t7,inner,switch,left,selector_r,1,8634,2019-01-16,MM,keep,F,2014-10-17,4.252054794520548,TRUE
190116_7_inf2,4,mcc_kids_inf_2_2,4,pointLabel,no,Frog,t3,t8,outer,stay,right,selector_r,1,8543,2019-01-16,MM,keep,F,2014-10-17,4.252054794520548,TRUE
190116_7_inf2,4,mcc_kids_inf_2_2,5,pointLabel,no,Frog,t9,t4,inner,stay,right,selector_r,1,8028,2019-01-16,MM,keep,F,2014-10-17,4.252054794520548,TRUE
190116_7_inf2,4,mcc_kids_inf_2_2,6,pointLabel,no,Frog,t2,t16,inner,stay,right,selector_r,1,7814,2019-01-16,MM,keep,F,2014-10-17,4.252054794520548,TRUE
190116_8_inf2,3,mcc_kids_inf_2_2,filler1,pointLabel,no,Frog,t1,t14,inner,stay,left,selector_l,1,7653,2019-01-16,MM,keep,F,2015-02-24,3.8958904109589043,TRUE
190116_8_inf2,3,mcc_kids_inf_2_2,filler2,pointLabel,no,Frog,t9,t18,outer,switch,right,selector_l,1,6932,2019-01-16,MM,keep,F,2015-02-24,3.8958904109589043,TRUE
190116_8_inf2,3,mcc_kids_inf_2_2,1,pointLabel,no,Frog,t8,t11,outer,switch,right,selector_r,0,8601,2019-01-16,MM,keep,F,2015-02-24,3.8958904109589043,TRUE
190116_8_inf2,3,mcc_kids_inf_2_2,2,pointLabel,no,Frog,t5,t7,outer,stay,left,selector_l,1,4777,2019-01-16,MM,keep,F,2015-02-24,3.8958904109589043,TRUE
190116_8_inf2,3,mcc_kids_inf_2_2,3,pointLabel,no,Frog,t15,t16,inner,switch,left,selector_l,0,5182,2019-01-16,MM,keep,F,2015-02-24,3.8958904109589043,TRUE
190116_8_inf2,3,mcc_kids_inf_2_2,4,pointLabel,no,Frog,t17,t4,outer,stay,right,selector_r,1,5346,2019-01-16,MM,keep,F,2015-02-24,3.8958904109589043,TRUE
190116_8_inf2,3,mcc_kids_inf_2_2,5,pointLabel,no,Frog,t10,t2,inner,stay,right,selector_r,1,4571,2019-01-16,MM,keep,F,2015-02-24,3.8958904109589043,TRUE
190116_8_inf2,3,mcc_kids_inf_2_2,6,pointLabel,no,Frog,t12,t3,inner,switch,left,selector_l,0,4650,2019-01-16,MM,keep,F,2015-02-24,3.8958904109589043,TRUE
190116_9_inf2,4,mcc_kids_inf_2_2,filler1,pointLabel,no,Frog,t8,t1,inner,switch,left,selector_r,1,7133,2019-01-16,MM,keep,F,2015-01-10,4.019178082191781,TRUE
190116_9_inf2,4,mcc_kids_inf_2_2,filler2,pointLabel,no,Frog,t9,t2,outer,stay,right,selector_r,1,7720,2019-01-16,MM,keep,F,2015-01-10,4.019178082191781,TRUE
190116_9_inf2,4,mcc_kids_inf_2_2,1,pointLabel,no,Frog,t7,t11,outer,stay,left,selector_r,0,7795,2019-01-16,MM,keep,F,2015-01-10,4.019178082191781,TRUE
190116_9_inf2,4,mcc_kids_inf_2_2,2,pointLabel,no,Frog,t4,t12,outer,stay,right,selector_l,0,7436,2019-01-16,MM,keep,F,2015-01-10,4.019178082191781,TRUE
190116_9_inf2,4,mcc_kids_inf_2_2,3,pointLabel,no,Frog,t3,t15,inner,stay,right,selector_l,0,8345,2019-01-16,MM,keep,F,2015-01-10,4.019178082191781,TRUE
190116_9_inf2,4,mcc_kids_inf_2_2,4,pointLabel,no,Frog,t18,t17,outer,switch,left,selector_r,1,13549,2019-01-16,MM,keep,F,2015-01-10,4.019178082191781,TRUE
190116_9_inf2,4,mcc_kids_inf_2_2,5,pointLabel,no,Frog,t16,t10,inner,switch,right,selector_r,0,9765,2019-01-16,MM,keep,F,2015-01-10,4.019178082191781,TRUE
190116_9_inf2,4,mcc_kids_inf_2_2,6,pointLabel,no,Frog,t5,t14,inner,switch,left,selector_r,1,8632,2019-01-16,MM,keep,F,2015-01-10,4.019178082191781,TRUE
190118_1_inf2,3,mcc_kids_inf_2_2,filler1,pointLabel,no,Frog,t7,t8,inner,stay,left,selector_l,1,6027,2019-01-18,MM,keep,M,2015-06-15,3.5972602739726027,TRUE
190118_1_inf2,3,mcc_kids_inf_2_2,filler2,pointLabel,no,Frog,t3,t10,outer,switch,right,selector_l,1,6148,2019-01-18,MM,keep,M,2015-06-15,3.5972602739726027,TRUE
190118_1_inf2,3,mcc_kids_inf_2_2,1,pointLabel,no,Frog,t2,t4,inner,switch,left,selector_r,1,7014,2019-01-18,MM,keep,M,2015-06-15,3.5972602739726027,TRUE
190118_1_inf2,3,mcc_kids_inf_2_2,2,pointLabel,no,Frog,t1,t5,outer,stay,left,selector_r,0,7153,2019-01-18,MM,keep,M,2015-06-15,3.5972602739726027,TRUE
190118_1_inf2,3,mcc_kids_inf_2_2,3,pointLabel,no,Frog,t16,t18,inner,switch,right,selector_r,0,5356,2019-01-18,MM,keep,M,2015-06-15,3.5972602739726027,TRUE
190118_1_inf2,3,mcc_kids_inf_2_2,4,pointLabel,no,Frog,t15,t17,inner,stay,left,selector_l,1,5913,2019-01-18,MM,keep,M,2015-06-15,3.5972602739726027,TRUE
190118_1_inf2,3,mcc_kids_inf_2_2,5,pointLabel,no,Frog,t14,t11,outer,stay,right,selector_r,1,5823,2019-01-18,MM,keep,M,2015-06-15,3.5972602739726027,TRUE
190118_1_inf2,3,mcc_kids_inf_2_2,6,pointLabel,no,Frog,t12,t9,outer,switch,right,selector_r,0,5956,2019-01-18,MM,keep,M,2015-06-15,3.5972602739726027,TRUE
190118_2_inf2,4,mcc_kids_inf_2_2,filler1,pointLabel,no,Frog,t9,t5,inner,stay,left,selector_l,1,6769,2019-01-18,MM,keep,M,2014-12-21,4.079452054794521,TRUE
190118_2_inf2,4,mcc_kids_inf_2_2,filler2,pointLabel,no,Frog,t4,t15,outer,switch,right,selector_l,1,5615,2019-01-18,MM,keep,M,2014-12-21,4.079452054794521,TRUE
190118_2_inf2,4,mcc_kids_inf_2_2,1,pointLabel,no,Frog,t17,t11,outer,switch,left,selector_l,0,7915,2019-01-18,MM,keep,M,2014-12-21,4.079452054794521,TRUE
190118_2_inf2,4,mcc_kids_inf_2_2,2,pointLabel,no,Frog,t10,t3,inner,stay,right,selector_r,1,10727,2019-01-18,MM,keep,M,2014-12-21,4.079452054794521,TRUE
190118_2_inf2,4,mcc_kids_inf_2_2,3,pointLabel,no,Frog,t12,t18,inner,switch,right,selector_r,0,6964,2019-01-18,MM,keep,M,2014-12-21,4.079452054794521,TRUE
190118_2_inf2,4,mcc_kids_inf_2_2,4,pointLabel,no,Frog,t2,t7,outer,switch,left,selector_r,1,8150,2019-01-18,MM,keep,M,2014-12-21,4.079452054794521,TRUE
190118_2_inf2,4,mcc_kids_inf_2_2,5,pointLabel,no,Frog,t1,t8,outer,stay,right,selector_r,1,7727,2019-01-18,MM,keep,M,2014-12-21,4.079452054794521,TRUE
190118_2_inf2,4,mcc_kids_inf_2_2,6,pointLabel,no,Frog,t14,t16,inner,stay,left,selector_l,1,7137,2019-01-18,MM,keep,M,2014-12-21,4.079452054794521,TRUE
190118_3_inf2,4,mcc_kids_inf_2_2,filler1,pointLabel,no,Frog,t2,t18,inner,stay,left,selector_r,0,18784,2019-01-18,MM,keep,F,2014-12-15,4.095890410958904,TRUE
190118_3_inf2,4,mcc_kids_inf_2_2,filler2,pointLabel,no,Frog,t10,t4,outer,switch,right,selector_l,1,6500,2019-01-18,MM,keep,F,2014-12-15,4.095890410958904,TRUE
190118_3_inf2,4,mcc_kids_inf_2_2,1,pointLabel,no,Frog,t15,t8,outer,switch,left,selector_r,1,4909,2019-01-18,MM,keep,F,2014-12-15,4.095890410958904,TRUE
190118_3_inf2,4,mcc_kids_inf_2_2,2,pointLabel,no,Frog,t14,t12,inner,stay,right,selector_l,0,8380,2019-01-18,MM,keep,F,2014-12-15,4.095890410958904,TRUE
190118_3_inf2,4,mcc_kids_inf_2_2,3,pointLabel,no,Frog,t3,t7,inner,switch,right,selector_r,0,4735,2019-01-18,MM,keep,F,2014-12-15,4.095890410958904,TRUE
190118_3_inf2,4,mcc_kids_inf_2_2,4,pointLabel,no,Frog,t5,t11,outer,stay,right,selector_r,1,10831,2019-01-18,MM,keep,F,2014-12-15,4.095890410958904,TRUE
190118_3_inf2,4,mcc_kids_inf_2_2,5,pointLabel,no,Frog,t17,t9,outer,stay,left,selector_l,1,5916,2019-01-18,MM,keep,F,2014-12-15,4.095890410958904,TRUE
190118_3_inf2,4,mcc_kids_inf_2_2,6,pointLabel,no,Frog,t1,t16,inner,switch,left,selector_l,0,5195,2019-01-18,MM,keep,F,2014-12-15,4.095890410958904,TRUE
190118_4_inf2,4,mcc_kids_inf_2_2,filler1,pointLabel,no,Frog,t12,t2,inner,switch,left,selector_r,1,8166,2019-01-18,MM,keep,F,2014-12-20,4.082191780821918,TRUE
190118_4_inf2,4,mcc_kids_inf_2_2,filler2,pointLabel,no,Frog,t17,t3,outer,stay,right,selector_r,1,5315,2019-01-18,MM,keep,F,2014-12-20,4.082191780821918,TRUE
190118_4_inf2,4,mcc_kids_inf_2_2,1,pointLabel,no,Frog,t8,t14,outer,stay,left,selector_r,0,5832,2019-01-18,MM,keep,F,2014-12-20,4.082191780821918,TRUE
190118_4_inf2,4,mcc_kids_inf_2_2,2,pointLabel,no,Frog,t4,t1,inner,stay,right,selector_r,1,7583,2019-01-18,MM,keep,F,2014-12-20,4.082191780821918,TRUE
190118_4_inf2,4,mcc_kids_inf_2_2,3,pointLabel,no,Frog,t18,t7,outer,stay,right,selector_l,0,5166,2019-01-18,MM,keep,F,2014-12-20,4.082191780821918,TRUE
190118_4_inf2,4,mcc_kids_inf_2_2,4,pointLabel,no,Frog,t15,t16,outer,switch,left,selector_l,0,8107,2019-01-18,MM,keep,F,2014-12-20,4.082191780821918,TRUE
190118_4_inf2,4,mcc_kids_inf_2_2,5,pointLabel,no,Frog,t10,t9,inner,switch,right,selector_r,0,4761,2019-01-18,MM,keep,F,2014-12-20,4.082191780821918,TRUE
190118_4_inf2,4,mcc_kids_inf_2_2,6,pointLabel,no,Frog,t11,t5,inner,switch,left,selector_l,0,5530,2019-01-18,MM,keep,F,2014-12-20,4.082191780821918,TRUE
190121_1_inf2,4,mcc_kids_inf_2_2,filler1,pointLabel,no,Frog,t8,t10,inner,switch,left,selector_r,1,7413,2019-01-21,MM,keep,F,2014-06-05,4.632876712328767,TRUE
190121_1_inf2,4,mcc_kids_inf_2_2,filler2,pointLabel,no,Frog,t15,t12,outer,stay,right,selector_r,1,7487,2019-01-21,MM,keep,F,2014-06-05,4.632876712328767,TRUE
190121_1_inf2,4,mcc_kids_inf_2_2,1,pointLabel,no,Frog,t4,t17,inner,stay,left,selector_l,1,9681,2019-01-21,MM,keep,F,2014-06-05,4.632876712328767,TRUE
190121_1_inf2,4,mcc_kids_inf_2_2,2,pointLabel,no,Frog,t14,t16,inner,switch,left,selector_l,0,7327,2019-01-21,MM,keep,F,2014-06-05,4.632876712328767,TRUE
190121_1_inf2,4,mcc_kids_inf_2_2,3,pointLabel,no,Frog,t7,t11,outer,stay,right,selector_r,1,7894,2019-01-21,MM,keep,F,2014-06-05,4.632876712328767,TRUE
190121_1_inf2,4,mcc_kids_inf_2_2,4,pointLabel,no,Frog,t18,t2,inner,switch,right,selector_r,0,7543,2019-01-21,MM,keep,F,2014-06-05,4.632876712328767,TRUE
190121_1_inf2,4,mcc_kids_inf_2_2,5,pointLabel,no,Frog,t3,t5,outer,stay,left,selector_l,1,7913,2019-01-21,MM,keep,F,2014-06-05,4.632876712328767,TRUE
190121_1_inf2,4,mcc_kids_inf_2_2,6,pointLabel,no,Frog,t9,t1,outer,switch,right,selector_r,0,8019,2019-01-21,MM,keep,F,2014-06-05,4.632876712328767,TRUE
190121_2_inf2,3,mcc_kids_inf_2_2,filler1,pointLabel,no,Frog,t2,t12,inner,stay,left,selector_l,1,6985,2019-01-21,MM,keep,F,2015-12-01,3.1424657534246574,TRUE
190121_2_inf2,3,mcc_kids_inf_2_2,filler2,pointLabel,no,Frog,t4,t8,outer,switch,right,selector_l,1,9479,2019-01-21,MM,keep,F,2015-12-01,3.1424657534246574,TRUE
190121_2_inf2,3,mcc_kids_inf_2_2,1,pointLabel,no,Frog,t16,t1,inner,stay,right,selector_l,0,8130,2019-01-21,MM,keep,F,2015-12-01,3.1424657534246574,TRUE
190121_2_inf2,3,mcc_kids_inf_2_2,2,pointLabel,no,Frog,t14,t5,outer,switch,left,selector_r,1,6223,2019-01-21,MM,keep,F,2015-12-01,3.1424657534246574,TRUE
190121_2_inf2,3,mcc_kids_inf_2_2,3,pointLabel,no,Frog,t9,t3,outer,switch,left,selector_l,0,8525,2019-01-21,MM,keep,F,2015-12-01,3.1424657534246574,TRUE
190121_2_inf2,3,mcc_kids_inf_2_2,4,pointLabel,no,Frog,t17,t18,outer,stay,right,selector_r,1,6695,2019-01-21,MM,keep,F,2015-12-01,3.1424657534246574,TRUE
190121_2_inf2,3,mcc_kids_inf_2_2,5,pointLabel,no,Frog,t15,t7,inner,stay,right,selector_r,1,6575,2019-01-21,MM,keep,F,2015-12-01,3.1424657534246574,TRUE
190121_2_inf2,3,mcc_kids_inf_2_2,6,pointLabel,no,Frog,t11,t10,inner,switch,left,selector_l,0,8650,2019-01-21,MM,keep,F,2015-12-01,3.1424657534246574,TRUE
190121_4_inf2,3,mcc_kids_inf_2_2,filler1,pointLabel,no,Frog,t9,t14,inner,stay,left,selector_l,1,5234,2019-01-21,MM,keep,F,2015-07-29,3.484931506849315,TRUE
190121_4_inf2,3,mcc_kids_inf_2_2,filler2,pointLabel,no,Frog,t8,t1,outer,switch,right,selector_l,1,5057,2019-01-21,MM,keep,F,2015-07-29,3.484931506849315,TRUE
190121_4_inf2,3,mcc_kids_inf_2_2,1,pointLabel,no,Frog,t2,t3,inner,stay,left,selector_r,0,10358,2019-01-21,MM,keep,F,2015-07-29,3.484931506849315,TRUE
190121_4_inf2,3,mcc_kids_inf_2_2,2,pointLabel,no,Frog,t10,t4,outer,switch,left,selector_r,1,6513,2019-01-21,MM,keep,F,2015-07-29,3.484931506849315,TRUE
190121_4_inf2,3,mcc_kids_inf_2_2,3,pointLabel,no,Frog,t7,t17,outer,switch,left,selector_l,0,5613,2019-01-21,MM,keep,F,2015-07-29,3.484931506849315,TRUE
190121_4_inf2,3,mcc_kids_inf_2_2,4,pointLabel,no,Frog,t5,t11,inner,stay,right,selector_r,1,7468,2019-01-21,MM,keep,F,2015-07-29,3.484931506849315,TRUE
190121_4_inf2,3,mcc_kids_inf_2_2,5,pointLabel,no,Frog,t18,t12,inner,stay,right,selector_r,1,5044,2019-01-21,MM,keep,F,2015-07-29,3.484931506849315,TRUE
190121_4_inf2,3,mcc_kids_inf_2_2,6,pointLabel,no,Frog,t16,t15,outer,switch,right,selector_r,0,6357,2019-01-21,MM,keep,F,2015-07-29,3.484931506849315,TRUE
190125_1_inf2,3,mcc_kids_inf_2_2,filler1,pointLabel,no,Frog,t10,t12,inner,stay,left,selector_l,1,5428,2019-01-25,MM,keep,F,2015-02-14,3.947945205479452,TRUE
190125_1_inf2,3,mcc_kids_inf_2_2,filler2,pointLabel,no,Frog,t7,t4,outer,switch,right,selector_l,1,7719,2019-01-25,MM,keep,F,2015-02-14,3.947945205479452,TRUE
190125_1_inf2,3,mcc_kids_inf_2_2,1,pointLabel,no,Frog,t9,t5,outer,switch,left,selector_l,0,6163,2019-01-25,MM,keep,F,2015-02-14,3.947945205479452,TRUE
190125_1_inf2,3,mcc_kids_inf_2_2,2,pointLabel,no,Frog,t11,t17,inner,stay,right,selector_l,0,6468,2019-01-25,MM,keep,F,2015-02-14,3.947945205479452,TRUE
190125_1_inf2,3,mcc_kids_inf_2_2,3,pointLabel,no,Frog,t3,t2,inner,switch,left,selector_l,0,6982,2019-01-25,MM,keep,F,2015-02-14,3.947945205479452,TRUE
190125_1_inf2,3,mcc_kids_inf_2_2,4,pointLabel,no,Frog,t8,t15,inner,switch,right,selector_l,1,6945,2019-01-25,MM,keep,F,2015-02-14,3.947945205479452,TRUE
190125_1_inf2,3,mcc_kids_inf_2_2,5,pointLabel,no,Frog,t18,t16,outer,stay,left,selector_r,0,8462,2019-01-25,MM,keep,F,2015-02-14,3.947945205479452,TRUE
190125_1_inf2,3,mcc_kids_inf_2_2,6,pointLabel,no,Frog,t1,t14,outer,stay,right,selector_l,0,9564,2019-01-25,MM,keep,F,2015-02-14,3.947945205479452,TRUE
190125_2_inf2,3,mcc_kids_inf_2_2,filler1,pointLabel,no,Frog,t7,t11,inner,switch,left,selector_r,1,10589,2019-01-25,MM,keep,F,2015-08-25,3.421917808219178,TRUE
190125_2_inf2,3,mcc_kids_inf_2_2,filler2,pointLabel,no,Frog,t4,t10,outer,stay,right,selector_r,1,5165,2019-01-25,MM,keep,F,2015-08-25,3.421917808219178,TRUE
190125_2_inf2,3,mcc_kids_inf_2_2,1,pointLabel,no,Frog,t15,t2,inner,switch,left,selector_l,0,5540,2019-01-25,MM,keep,F,2015-08-25,3.421917808219178,TRUE
190125_2_inf2,3,mcc_kids_inf_2_2,2,pointLabel,no,Frog,t5,t18,inner,switch,right,selector_r,0,7914,2019-01-25,MM,keep,F,2015-08-25,3.421917808219178,TRUE
190125_2_inf2,3,mcc_kids_inf_2_2,3,pointLabel,no,Frog,t1,t17,inner,stay,left,selector_r,0,9118,2019-01-25,MM,keep,F,2015-08-25,3.421917808219178,TRUE
190125_2_inf2,3,mcc_kids_inf_2_2,4,pointLabel,no,Frog,t16,t12,outer,stay,left,selector_r,0,6149,2019-01-25,MM,keep,F,2015-08-25,3.421917808219178,TRUE
190125_2_inf2,3,mcc_kids_inf_2_2,5,pointLabel,no,Frog,t9,t14,outer,switch,right,selector_l,1,5007,2019-01-25,MM,keep,F,2015-08-25,3.421917808219178,TRUE
190125_2_inf2,3,mcc_kids_inf_2_2,6,pointLabel,no,Frog,t3,t8,outer,stay,right,selector_r,1,5769,2019-01-25,MM,keep,F,2015-08-25,3.421917808219178,TRUE
190125_3_inf2,4,mcc_kids_inf_2_2,filler1,pointLabel,no,Frog,t3,t2,inner,stay,left,selector_l,1,6411,2019-01-25,MM,keep,F,2014-12-01,4.153424657534247,TRUE
190125_3_inf2,4,mcc_kids_inf_2_2,filler2,pointLabel,no,Frog,t16,t18,outer,switch,right,selector_l,1,4874,2019-01-25,MM,keep,F,2014-12-01,4.153424657534247,TRUE
190125_3_inf2,4,mcc_kids_inf_2_2,1,pointLabel,no,Frog,t5,t14,inner,stay,left,selector_l,1,4733,2019-01-25,MM,keep,F,2014-12-01,4.153424657534247,TRUE
